"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"Globals","0","5854","0","1","0.000000","0","0"
"","0","64","0","1","0.000000","65","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","4","4","1","15.261662","0","4"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","7","8","1","6.111524","0","8"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","5","5","1","2.458218","0","5"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","5","5","1","2.553909","0","5"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","18","20","1","19.826632","0","20"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","7","8","1","5.594325","0","8"
"/Game/Game/Materials/M_GraphRenderTarget.M_GraphRenderTarget","0","13","13","1","5.800947","0","13"
"/Game/Game/Materials/Props/Decal_Hole_Master.Decal_Hole_Master","0","21","21","1","16.192162","0","21"
"/Game/Game/Materials/M_GraphRenderTarget_2.M_GraphRenderTarget_2","0","13","13","1","5.740783","0","13"
"/Game/AdvancedLocomotionV4/Props/Materials/Loot/M_Tools_Master.M_Tools_Master","0","14","14","1","11.630153","0","14"
"/Game/AdvancedLocomotionV4/Props/Materials/Loot/M_Syringe.M_Syringe","0","24","24","1","76.926620","0","24"
"/Game/AdvancedLocomotionV4/Props/Materials/Grenades/M_WithSensor_Grenade.M_WithSensor_Grenade","0","38","38","1","21.825514","0","38"
"/Game/AdvancedLocomotionV4/CharacterAssets/MannequinSkeleton/Materials/M_Mannequin_Logo.M_Mannequin_Logo","0","79","85","1","73.597549","0","85"
"/Game/AdvancedLocomotionV4/CharacterAssets/MannequinSkeleton/Materials/M_Male_Body_Hands.M_Male_Body_Hands","0","38","38","1","33.927391","0","38"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","7","7","1","5.163467","0","7"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","4","4","1","3.190375","0","4"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","27","29","1","28.042221","0","29"
"/Game/AdvancedLocomotionV4/CharacterAssets/MannequinSkeleton/Materials/M_Mannequin_Body.M_Mannequin_Body","0","38","38","1","33.791531","0","38"
"/Game/AdvancedLocomotionV4/CharacterAssets/Zombie_Character/Materials/M_Zombie_Master.M_Zombie_Master","0","62","62","1","58.248158","0","62"
"/Game/AdvancedLocomotionV4/Props/Meshes/Pickaxe/M_Pickaxe.M_Pickaxe","0","15","16","1","15.695029","0","16"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","62","65","1","52.515488","0","65"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","62","65","1","0.000000","0","65"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","0","38","38","1","42.780788","0","38"
"/Game/AdvancedLocomotionV4/CharacterAssets/MannequinSkeleton/Materials/M_AnimMan_Default.M_AnimMan_Default","0","258","278","2","295.039368","0","278"
"/Game/Game/Materials/UI/M_GrenadeWarning_UI.M_GrenadeWarning_UI","0","13","13","1","6.872462","0","13"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","57","62","6","43.974869","0","62"
"/Game/AdvancedLocomotionV4/CharacterAssets/MannequinSkeleton/Materials/M_AnimMan_Eyes.M_AnimMan_Eyes","0","258","278","2","290.073914","0","278"
"/Game/LevelPrototyping/Materials/M_Grid.M_Grid","0","46","46","2","42.974575","0","46"
"/Game/AdvancedLocomotionV4/Environment/Materials/M_Environment_Master.M_Environment_Master","0","31","32","2","34.833527","31","96"
"/Game/AdvancedLocomotionV4/Environment/Materials/M_DemoLandscapeMaster.M_DemoLandscapeMaster","0","14","14","1","12.911437","14","42"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","91","91","1","79.097748","0","91"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","385","400","6","604.359680","0","400"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","10","11","1","6.638231","0","11"
"/Game/Game/Materials/M_PrototypeGrid.M_PrototypeGrid","0","46","46","2","46.124920","0","46"
"/Game/Game/Materials/Props/Environment_Landscape_Mat_Master.Environment_Landscape_Mat_Master","0","76","79","1","77.256546","26","133"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","94","100","1","78.059601","0","100"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","5","5","1","1.592556","0","5"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","12","14","1","12.100068","0","14"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","0","38","38","1","33.343063","0","38"
"/Game/Characters/Paragon/Global/Hair/Materials/M_HairSheet_Master2.M_HairSheet_Master2","0","284","304","2","755.626465","284","912"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","14","14","1","9.933824","0","14"
"/Game/Game/Materials/M_ClimbingHold.M_ClimbingHold","0","14","14","1","0.000000","0","14"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","26","26","1","19.859535","0","26"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","5","5","1","1.719233","0","5"
"/Engine/VREditor/TransformGizmo/Main.Main","0","5","5","1","1.670256","0","5"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","45","45","1","21.346769","0","45"
"/Game/Game/Particles/M_NiagaraRope.M_NiagaraRope","0","26","26","1","14.678309","0","26"
"/Game/Game/Materials/Props/M_Wall.M_Wall","0","23","23","1","16.505480","0","23"
"/Game/Game/Materials/Props/M_Ground.M_Ground","0","23","23","1","15.091493","0","23"
"/Game/Game/Materials/Props/FXBullet_Material.FXBullet_Material","0","26","26","1","18.168852","0","26"
"/Interchange/gltf/M_Default.M_Default","0","385","400","6","747.543640","0","400"
"/Game/Game/Materials/M_Trail.M_Trail","0","17","17","1","10.517301","0","17"
"/Game/Game/Materials/M_SimpleDebugMat2.M_SimpleDebugMat2","0","4","4","1","1.886512","0","4"
