"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"Globals","0","5854","0","1","0.000000","0","0"
"","0","64","0","1","0.000000","69","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","4","4","1","5.041763","0","4"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","7","8","1","5.238136","0","8"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","5","5","1","3.317717","0","5"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","5","5","1","1.621861","0","5"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","18","20","1","18.678793","0","20"
"/ClimbingNavigation/Construction/M_NavPoint_Material.M_NavPoint_Material","0","4","4","1","2.666337","0","4"
"/Game/Game/Materials/UI/M_UI_PannelBackground.M_UI_PannelBackground","0","25","27","1","16.324751","0","27"
"/Game/Game/Materials/Armchair_fabric_Master.Armchair_fabric_Master","0","47","50","1","43.941051","0","50"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","7","8","1","4.848510","0","8"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","7","7","1","4.485190","0","7"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","4","4","1","1.473860","0","4"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","27","29","1","28.929363","0","29"
"/Game/Game/Materials/Cliff_Material.Cliff_Material","0","14","14","1","16.522955","0","14"
"/Game/Game/Materials/M_Burst_add.M_Burst_add","0","22","22","1","18.615704","0","22"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","10","11","1","5.820621","0","11"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","62","65","1","51.209053","0","65"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","62","65","1","0.000000","0","65"
"/Game/AdvancedLocomotionV4/CharacterAssets/MannequinSkeleton/Materials/M_Mannequin_Body.M_Mannequin_Body","0","38","38","1","32.450794","0","38"
"/Game/AdvancedLocomotionV4/CharacterAssets/MannequinSkeleton/Materials/M_Mannequin_Logo.M_Mannequin_Logo","0","79","85","1","65.595497","0","85"
"/Game/AdvancedLocomotionV4/CharacterAssets/MannequinSkeleton/Materials/M_Male_Body_Hands.M_Male_Body_Hands","0","38","38","1","30.952145","0","38"
"/Game/AdvancedLocomotionV4/Props/Meshes/Pickaxe/M_Pickaxe.M_Pickaxe","0","15","16","1","29.985527","0","16"
"/Game/AdvancedLocomotionV4/CharacterAssets/Zombie_Character/Materials/M_Zombie_Master.M_Zombie_Master","0","62","62","1","51.879982","0","62"
"/Game/AdvancedLocomotionV4/Environment/Materials/M_Tiles.M_Tiles","0","23","23","1","20.236065","0","23"
"/Game/AdvancedLocomotionV4/Environment/Text/M_OutlinedText.M_OutlinedText","0","29","31","1","36.889263","0","31"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","0","38","38","1","47.002449","0","38"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","57","62","6","48.180874","0","62"
"/Game/Game/Materials/UI/M_GrenadeWarning_UI.M_GrenadeWarning_UI","0","13","13","1","9.264654","0","13"
"/Game/AdvancedLocomotionV4/CharacterAssets/MannequinSkeleton/Materials/M_AnimMan_Default.M_AnimMan_Default","0","258","278","2","301.140625","0","278"
"/Game/AdvancedLocomotionV4/CharacterAssets/MannequinSkeleton/Materials/M_AnimMan_Eyes.M_AnimMan_Eyes","0","258","278","2","300.368896","0","278"
"/Game/LevelPrototyping/Materials/M_Grid.M_Grid","0","46","46","2","53.661919","0","46"
"/Game/Characters/Paragon/Global/Hair/Materials/M_HairSheet_Master2.M_HairSheet_Master2","0","284","304","2","813.804749","426","1216"
"/Game/AdvancedLocomotionV4/Props/Materials/Other/M_Prop_Rope_Material.M_Prop_Rope_Material","0","47","50","1","50.839542","0","50"
"/Game/AdvancedLocomotionV4/Props/Materials/Loot/M_Scissors.M_Scissors","0","14","14","1","12.838167","0","14"
"/Game/AdvancedLocomotionV4/Props/Materials/C8/C8_Master_Material.C8_Master_Material","0","38","38","1","39.628746","0","38"
"/Game/Game/Materials/M_smoke_noise.M_smoke_noise","0","56","56","1","51.546741","0","56"
"/Game/Game/Materials/M_smoke_dirlit_01.M_smoke_dirlit_01","0","56","56","1","49.728378","0","56"
"/Game/Game/Materials/M_smoke_bomb__1.M_smoke_bomb__1","0","56","56","1","54.108673","0","56"
"/Game/Game/Materials/M_FireFlame_01.M_FireFlame_01","0","11","11","1","6.811522","0","11"
"/Game/Game/Materials/M_FireBall_01.M_FireBall_01","0","11","11","1","6.210917","0","11"
"/Game/Game/Materials/M_debris_SUB.M_debris_SUB","0","56","56","1","40.500610","0","56"
"/Game/AdvancedLocomotionV4/Environment/Materials/fluorescent_DefaultMaterial.fluorescent_DefaultMaterial","0","14","14","1","13.532799","0","14"
"/Interchange/gltf/M_Unlit.M_Unlit","0","171","186","6","150.521271","0","186"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","91","91","1","87.808128","0","91"
"/Game/AdvancedLocomotionV4/Environment/Materials/M_Material-Emmisive.M_Material-Emmisive","0","14","14","1","11.471411","0","14"
"/Game/AdvancedLocomotionV4/Environment/Materials/M_Grid_FloorStatic.M_Grid_FloorStatic","0","17","18","1","18.681135","0","18"
"/Game/AdvancedLocomotionV4/Environment/Materials/M_Grid_Floor.M_Grid_Floor","0","7","7","1","5.122710","0","7"
"/Game/AdvancedLocomotionV4/Environment/Materials/M_Grid_Background.M_Grid_Background","0","7","8","1","6.297544","0","8"
"/Game/AdvancedLocomotionV4/Environment/Materials/M_FlickFuction.M_FlickFuction","0","45","45","1","28.472883","0","45"
"/Game/Game/Materials/Surace_Types/M_Surface_MasterMaterial.M_Surface_MasterMaterial","0","42","42","3","45.220772","0","42"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","94","100","1","97.429878","0","100"
"/Game/Game/Materials/Surace_Types/Wood.Wood","0","76","76","2","77.989532","0","76"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","12","14","1","16.264175","0","14"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","5","5","1","2.130569","0","5"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","26","26","1","23.848553","0","26"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","14","14","1","11.867542","0","14"
"/Engine/VREditor/TransformGizmo/Main.Main","0","5","5","1","2.157954","0","5"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","5","5","1","2.160028","0","5"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","45","45","1","33.206516","0","45"
"/Engine/MapTemplates/Materials/BasicAsset03.BasicAsset03","0","23","23","1","23.254925","0","23"
"/Game/AdvancedLocomotionV4/VehiclesMesh/Pickup/Materials/Numberplates_001.Numberplates_001","0","14","14","1","13.641663","0","14"
"/Game/Game/Materials/Props/Valve_Wheel_Mat_Master.Valve_Wheel_Mat_Master","0","14","14","1","14.087348","0","14"
"/Game/Game/Materials/ShotDust.ShotDust","0","62","62","1","54.625828","0","62"
"/Game/Game/Materials/M_SimpleDebugMat.M_SimpleDebugMat","0","20","20","1","20.450331","0","20"
"/Game/Game/Materials/BlobTest.BlobTest","0","24","24","1","90.061020","0","24"
"/Game/AdvancedLocomotionV4/VehiclesMesh/Pickup/Materials/M_Pickup_HeadlightsForward.M_Pickup_HeadlightsForward","0","14","14","1","13.825049","0","14"
"/Game/AdvancedLocomotionV4/VehiclesMesh/Pickup/Materials/M_Pickup_HeadlightsBackward.M_Pickup_HeadlightsBackward","0","14","14","1","13.949401","0","14"
"/Game/AdvancedLocomotionV4/VehiclesMesh/Pickup/Materials/krmlgtbdy85_headlights_001.krmlgtbdy85_headlights_001","0","14","14","1","13.872901","0","14"
"/Game/Game/Materials/M_ZiplineMeshMat.M_ZiplineMeshMat","0","26","26","1","26.167202","0","26"
"/Game/AdvancedLocomotionV4/VehiclesMesh/Pickup/Materials/krmlghtbdy85_body_001.krmlghtbdy85_body_001","0","15","16","1","15.943812","0","16"
"/Game/Game/Materials/M_SniperSlopePP.M_SniperSlopePP","0","5","5","1","3.391851","0","5"
"/Game/Game/Materials/binoculars_Post_Process.binoculars_Post_Process","0","5","5","1","2.512300","0","5"
"/Game/AdvancedLocomotionV4/Environment/Materials/M_Office_Assets_Pack_V2.M_Office_Assets_Pack_V2","0","29","31","1","30.840179","0","31"
"/Game/AdvancedLocomotionV4/Environment/Materials/M_Office_Assets_Pack_V1.M_Office_Assets_Pack_V1","0","29","31","1","0.000000","0","31"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","385","400","6","798.629578","0","400"
"/Interchange/gltf/M_Transmission.M_Transmission","0","142","142","2","1508.226074","0","142"
"/Interchange/gltf/M_Sheen.M_Sheen","0","385","400","6","704.135681","0","400"
"/Game/Game/Materials/M_PP_XrayEffect.M_PP_XrayEffect","0","5","5","1","3.244649","0","5"
"/Game/Game/Materials/M_PP_Outlines_Master.M_PP_Outlines_Master","0","5","5","1","2.601962","0","5"
"/Game/AdvancedLocomotionV4/Environment/Materials/M_Plants_01.M_Plants_01","0","58","62","1","71.487465","0","62"
"/Game/AdvancedLocomotionV4/CharacterAssets/Ellie/M_Ellie_BodyMasterMasterial.M_Ellie_BodyMasterMasterial","0","62","62","1","61.556950","0","62"
"/Engine/EngineMaterials/DefaultParticle.DefaultParticle","0","92","104","1","82.887299","0","104"
"/Engine/EditorMaterials/MatineeCam_mat.MatineeCam_mat","0","14","14","1","13.438435","0","14"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","44","50","2","52.340553","0","50"
"/Game/Game/Materials/M_BlueprintIcon.M_BlueprintIcon","0","14","14","1","13.928555","0","14"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","385","400","6","735.990967","0","400"
"/Interchange/gltf/M_Default.M_Default","0","385","400","6","950.663086","0","400"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","0","38","38","1","32.419979","0","38"
"/Game/AdvancedLocomotionV4/VehiclesMesh/SportCar/Materials/M_SportsCar_Wheel.M_SportsCar_Wheel","0","38","38","1","34.542252","0","38"
"/Game/AdvancedLocomotionV4/VehiclesMesh/SportCar/Materials/M_SportsCar.M_SportsCar","0","82","88","2","85.622910","0","88"
"/Game/AdvancedLocomotionV4/VehiclesMesh/Pickup/Materials/UCB_GLASS_CLEAN_001.UCB_GLASS_CLEAN_001","0","26","26","1","68.706139","0","26"
"/Game/AdvancedLocomotionV4/VehiclesMesh/Pickup/Materials/RIMOFFROAD_01_3.RIMOFFROAD_01_3","0","14","14","1","0.000000","0","14"
"/Game/AdvancedLocomotionV4/VehiclesMesh/Pickup/Materials/krmlgtbdy85_interior_001.krmlgtbdy85_interior_001","0","14","14","1","0.000000","0","14"
"/Game/AdvancedLocomotionV4/VehiclesMesh/Pickup/Materials/UCB_BOTTOM.UCB_BOTTOM","0","38","38","1","21.977200","0","38"
"/Game/AdvancedLocomotionV4/Props/Environment_Props/Workbench/M_Workbech.M_Workbech","0","14","14","1","12.682141","0","14"
"/Game/Game/Materials/M_3D_ProgressBar.M_3D_ProgressBar","0","17","19","1","16.728836","0","19"
"/Game/Game/Materials/UI/Viewfinder-Mat.Viewfinder-Mat","0","13","13","1","6.546368","0","13"
"/Game/Game/Materials/UI/UI_BG_Gradient.UI_BG_Gradient","0","13","13","1","6.923241","0","13"
"/Game/Game/Materials/UI/Time_To_Reaction_ForAI-Material.Time_To_Reaction_ForAI-Material","0","25","27","1","19.452715","0","27"
"/Game/Game/Particles/M_NiagaraRope.M_NiagaraRope","0","26","26","1","17.888735","0","26"
"/Game/Game/Materials/Props/M_Wall.M_Wall","0","23","23","1","18.727982","0","23"
"/Game/Game/Materials/Props/M_Ground.M_Ground","0","23","23","1","18.774147","0","23"
"/Game/Game/Materials/Props/FXBullet_Material.FXBullet_Material","0","26","26","1","21.485121","0","26"
"/Game/Game/Materials/M_Trail.M_Trail","0","17","17","1","11.119929","0","17"
"/Game/AdvancedLocomotionV4/Props/Materials/Rifles/M_Rifle_VertexColor.M_Rifle_VertexColor","0","38","38","1","34.753662","0","38"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","94","100","1","96.387444","0","100"
"/Engine/BufferVisualization/Velocity.Velocity","0","5","5","1","1.715277","0","5"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","9","9","1","6.123637","0","9"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","109","109","1","97.459877","0","109"
